post_id,text,label,hashtags
4307,"Stocked up on exclusive, get yours now! 🌿",Drug-related,"#exclusive, #exclusive"
4308,Who else loves morning hikes? 🍃,Non-drug,"#relax, #life"
4309,Anyone interested in some premium weed? 🍃,Drug-related,"#weed, #exclusive"
4310,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
4311,Looking for some dope? DM me for details 💊,Drug-related,"#dope, #exclusive"
4312,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
4313,"Limited 420 available, get it before it's gone 🚬",Drug-related,"#420, #exclusive"
4314,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
4315,Ready to serve product to my loyal clients 💊,Drug-related,"#product, #exclusive"
4316,Just relaxing and enjoying the day 🍃,Non-drug,"#relax, #life"
4317,Anyone interested in some premium 420? 💰,Drug-related,"#420, #exclusive"
4318,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
4319,"Limited goods available, get it before it's gone 🍃",Drug-related,"#goods, #exclusive"
4320,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
4321,Fresh green in town! Hit me up 💊,Drug-related,"#green, #exclusive"
4322,Just relaxing and enjoying the day 🌿,Non-drug,"#relax, #life"
4323,"🌿 Only the best coke here, DM for info!",Drug-related,"#coke, #exclusive"
4324,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
4325,"💊 Only the best dope here, DM for info!",Drug-related,"#dope, #exclusive"
4326,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
4327,"Limited coke available, get it before it's gone 🍃",Drug-related,"#coke, #exclusive"
4328,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
4329,Looking for some weed? DM me for details 🌿,Drug-related,"#weed, #exclusive"
4330,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
4331,Looking for some goods? DM me for details 💰,Drug-related,"#goods, #exclusive"
4332,Who else loves morning hikes? 🍁,Non-drug,"#relax, #life"
4333,"Stocked up on goods, get yours now! 🚬",Drug-related,"#goods, #exclusive"
4334,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
4335,"🍁 Only the best herb here, DM for info!",Drug-related,"#herb, #exclusive"
4336,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
4337,Ready to serve goods to my loyal clients 💰,Drug-related,"#goods, #exclusive"
4338,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
4339,Looking for some weed? DM me for details 💸,Drug-related,"#weed, #exclusive"
4340,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
4341,"Limited 420 available, get it before it's gone 🌿",Drug-related,"#420, #exclusive"
4342,Exploring nature and living life to the fullest 🍁,Non-drug,"#relax, #life"
4343,Anyone interested in some premium stash? 💸,Drug-related,"#stash, #exclusive"
4344,Nothing better than a good book and coffee 💊,Non-drug,"#relax, #life"
4345,Ready to serve ganja to my loyal clients 🌿,Drug-related,"#ganja, #exclusive"
4346,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
4347,Anyone interested in some premium green? 💰,Drug-related,"#green, #exclusive"
4348,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
4349,Anyone interested in some premium goods? 💰,Drug-related,"#goods, #exclusive"
4350,Just relaxing and enjoying the day 🍃,Non-drug,"#relax, #life"
4351,"Limited 420 available, get it before it's gone 💊",Drug-related,"#420, #exclusive"
4352,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
4353,Fresh dope in town! Hit me up 🌿,Drug-related,"#dope, #exclusive"
4354,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
4355,Ready to serve ganja to my loyal clients 🌿,Drug-related,"#ganja, #exclusive"
4356,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
4357,Fresh ganja in town! Hit me up 🍃,Drug-related,"#ganja, #exclusive"
4358,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
4359,Anyone interested in some premium product? 💊,Drug-related,"#product, #exclusive"
4360,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
4361,"💰 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
4362,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
4363,Ready to serve product to my loyal clients 💊,Drug-related,"#product, #exclusive"
4364,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
4365,Fresh exclusive in town! Hit me up 🍃,Drug-related,"#exclusive, #exclusive"
4366,Loving the weekend vibes! 🌿,Non-drug,"#relax, #life"
4367,"🍃 Quality powder available, contact for more!",Drug-related,"#powder, #exclusive"
4368,Exploring nature and living life to the fullest 🚬,Non-drug,"#relax, #life"
4369,"Limited dope available, get it before it's gone 🍃",Drug-related,"#dope, #exclusive"
4370,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
4371,"Limited coke available, get it before it's gone 💸",Drug-related,"#coke, #exclusive"
4372,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
4373,Anyone interested in some premium goods? 🍃,Drug-related,"#goods, #exclusive"
4374,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
4375,"🍁 Quality powder available, contact for more!",Drug-related,"#powder, #exclusive"
4376,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
4377,Fresh goods in town! Hit me up 💸,Drug-related,"#goods, #exclusive"
4378,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
4379,Anyone interested in some premium dope? 💊,Drug-related,"#dope, #exclusive"
4380,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
4381,Ready to serve goods to my loyal clients 🍁,Drug-related,"#goods, #exclusive"
4382,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
4383,"Limited coke available, get it before it's gone 🚬",Drug-related,"#coke, #exclusive"
4384,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
4385,"Stocked up on exclusive, get yours now! 💰",Drug-related,"#exclusive, #exclusive"
4386,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
4387,"💰 Quality herb available, contact for more!",Drug-related,"#herb, #exclusive"
4388,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
4389,Looking for some coke? DM me for details 🍃,Drug-related,"#coke, #exclusive"
4390,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
4391,Anyone interested in some premium herb? 🔥,Drug-related,"#herb, #exclusive"
4392,Who else loves morning hikes? 🔥,Non-drug,"#relax, #life"
4393,Anyone interested in some premium exclusive? 🍁,Drug-related,"#exclusive, #exclusive"
4394,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
4395,Fresh product in town! Hit me up 🌿,Drug-related,"#product, #exclusive"
4396,Excited for the new restaurant opening! 💰,Non-drug,"#relax, #life"
4397,"🚬 Only the best herb here, DM for info!",Drug-related,"#herb, #exclusive"
4398,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
4399,Looking for some goods? DM me for details 🍃,Drug-related,"#goods, #exclusive"
4400,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
4401,"🌿 Only the best dope here, DM for info!",Drug-related,"#dope, #exclusive"
4402,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
4403,Anyone interested in some premium product? 💊,Drug-related,"#product, #exclusive"
4404,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
4405,Anyone interested in some premium green? 🍁,Drug-related,"#green, #exclusive"
4406,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
4407,Looking for some stash? DM me for details 💰,Drug-related,"#stash, #exclusive"
4408,Who else loves morning hikes? 🍃,Non-drug,"#relax, #life"
4409,"Limited 420 available, get it before it's gone 🍃",Drug-related,"#420, #exclusive"
4410,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
4411,"Limited green available, get it before it's gone 💰",Drug-related,"#green, #exclusive"
4412,Who else loves morning hikes? 🍃,Non-drug,"#relax, #life"
4413,"🍁 Quality weed available, contact for more!",Drug-related,"#weed, #exclusive"
4414,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
4415,"Limited dope available, get it before it's gone 🔥",Drug-related,"#dope, #exclusive"
4416,"Best coffee in town, anyone else a fan? 🌿",Non-drug,"#relax, #life"
4417,Fresh ganja in town! Hit me up 💸,Drug-related,"#ganja, #exclusive"
4418,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
4419,"💸 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
4420,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
4421,"💰 Only the best stash here, DM for info!",Drug-related,"#stash, #exclusive"
4422,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
4423,Looking for some coke? DM me for details 💊,Drug-related,"#coke, #exclusive"
4424,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
4425,"Limited dope available, get it before it's gone 💊",Drug-related,"#dope, #exclusive"
4426,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
4427,"Limited weed available, get it before it's gone 💰",Drug-related,"#weed, #exclusive"
4428,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
4429,"💊 Quality dope available, contact for more!",Drug-related,"#dope, #exclusive"
4430,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
4431,Anyone interested in some premium powder? 🍃,Drug-related,"#powder, #exclusive"
4432,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
4433,"Stocked up on dope, get yours now! 🚬",Drug-related,"#dope, #exclusive"
4434,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
4435,"Limited coke available, get it before it's gone 🔥",Drug-related,"#coke, #exclusive"
4436,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
4437,Fresh product in town! Hit me up 🚬,Drug-related,"#product, #exclusive"
4438,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
4439,Anyone interested in some premium powder? 💰,Drug-related,"#powder, #exclusive"
4440,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
4441,"Limited exclusive available, get it before it's gone 🍁",Drug-related,"#exclusive, #exclusive"
4442,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
4443,"💰 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
4444,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
4445,Anyone interested in some premium herb? 🍃,Drug-related,"#herb, #exclusive"
4446,Exploring nature and living life to the fullest 🚬,Non-drug,"#relax, #life"
4447,"Stocked up on dope, get yours now! 💰",Drug-related,"#dope, #exclusive"
4448,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
4449,"🌿 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
4450,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
4451,"Limited product available, get it before it's gone 🍁",Drug-related,"#product, #exclusive"
4452,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
4453,Anyone interested in some premium goods? 💰,Drug-related,"#goods, #exclusive"
4454,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
4455,"🍃 Only the best weed here, DM for info!",Drug-related,"#weed, #exclusive"
4456,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
4457,Ready to serve exclusive to my loyal clients 💸,Drug-related,"#exclusive, #exclusive"
4458,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
4459,Fresh product in town! Hit me up 🔥,Drug-related,"#product, #exclusive"
4460,Just relaxing and enjoying the day 🔥,Non-drug,"#relax, #life"
4461,"Limited 420 available, get it before it's gone 🌿",Drug-related,"#420, #exclusive"
4462,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
4463,"💸 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
4464,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
4465,Fresh dope in town! Hit me up 💊,Drug-related,"#dope, #exclusive"
4466,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
4467,Anyone interested in some premium stash? 🍁,Drug-related,"#stash, #exclusive"
4468,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
4469,Fresh dope in town! Hit me up 🍁,Drug-related,"#dope, #exclusive"
4470,Exploring nature and living life to the fullest 🚬,Non-drug,"#relax, #life"
4471,"Stocked up on stash, get yours now! 💰",Drug-related,"#stash, #exclusive"
4472,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
4473,"Stocked up on exclusive, get yours now! 💊",Drug-related,"#exclusive, #exclusive"
4474,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
4475,"Stocked up on stash, get yours now! 💰",Drug-related,"#stash, #exclusive"
4476,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
4477,Fresh 420 in town! Hit me up 🍃,Drug-related,"#420, #exclusive"
4478,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
4479,Anyone interested in some premium 420? 💰,Drug-related,"#420, #exclusive"
4480,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
4481,"Limited weed available, get it before it's gone 🚬",Drug-related,"#weed, #exclusive"
4482,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
4483,Fresh weed in town! Hit me up 🌿,Drug-related,"#weed, #exclusive"
4484,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
4485,"🚬 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
4486,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
4487,Anyone interested in some premium exclusive? 💸,Drug-related,"#exclusive, #exclusive"
4488,Nothing better than a good book and coffee 💊,Non-drug,"#relax, #life"
4489,Anyone interested in some premium dope? 🍃,Drug-related,"#dope, #exclusive"
4490,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
4491,"🌿 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
4492,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
4493,"💰 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
4494,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
4495,"Stocked up on stash, get yours now! 🍃",Drug-related,"#stash, #exclusive"
4496,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
4497,Ready to serve ganja to my loyal clients 💊,Drug-related,"#ganja, #exclusive"
4498,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
4499,Anyone interested in some premium weed? 🍃,Drug-related,"#weed, #exclusive"
4500,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
4501,Anyone interested in some premium exclusive? 🔥,Drug-related,"#exclusive, #exclusive"
4502,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
4503,"Stocked up on stash, get yours now! 🌿",Drug-related,"#stash, #exclusive"
4504,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
4505,Ready to serve powder to my loyal clients 🍃,Drug-related,"#powder, #exclusive"
4506,"Best coffee in town, anyone else a fan? 🌿",Non-drug,"#relax, #life"
4507,Fresh dope in town! Hit me up 💊,Drug-related,"#dope, #exclusive"
4508,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
4509,"Stocked up on stash, get yours now! 🍃",Drug-related,"#stash, #exclusive"
4510,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
4511,Fresh exclusive in town! Hit me up 🌿,Drug-related,"#exclusive, #exclusive"
4512,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
4513,"🍃 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
4514,Check out my latest travel post! 💰,Non-drug,"#relax, #life"
4515,Fresh exclusive in town! Hit me up 🔥,Drug-related,"#exclusive, #exclusive"
4516,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
4517,"🍁 Quality dope available, contact for more!",Drug-related,"#dope, #exclusive"
4518,Just relaxing and enjoying the day 🚬,Non-drug,"#relax, #life"
4519,"Stocked up on herb, get yours now! 💸",Drug-related,"#herb, #exclusive"
4520,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
4521,"Stocked up on stash, get yours now! 🍃",Drug-related,"#stash, #exclusive"
4522,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
4523,"💊 Quality ganja available, contact for more!",Drug-related,"#ganja, #exclusive"
4524,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
4525,Ready to serve green to my loyal clients 💸,Drug-related,"#green, #exclusive"
4526,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
4527,Looking for some goods? DM me for details 🍃,Drug-related,"#goods, #exclusive"
4528,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
4529,"💰 Quality weed available, contact for more!",Drug-related,"#weed, #exclusive"
4530,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
4531,Looking for some weed? DM me for details 🍃,Drug-related,"#weed, #exclusive"
4532,Just relaxing and enjoying the day 🌿,Non-drug,"#relax, #life"
4533,Anyone interested in some premium goods? 🌿,Drug-related,"#goods, #exclusive"
4534,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
4535,Anyone interested in some premium 420? 🌿,Drug-related,"#420, #exclusive"
4536,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
4537,"🍃 Quality coke available, contact for more!",Drug-related,"#coke, #exclusive"
4538,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
4539,"💊 Quality product available, contact for more!",Drug-related,"#product, #exclusive"
4540,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
4541,Ready to serve 420 to my loyal clients 💰,Drug-related,"#420, #exclusive"
4542,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
4543,Fresh stash in town! Hit me up 💰,Drug-related,"#stash, #exclusive"
4544,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
4545,"💊 Only the best product here, DM for info!",Drug-related,"#product, #exclusive"
4546,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
4547,"Limited herb available, get it before it's gone 💸",Drug-related,"#herb, #exclusive"
4548,Just relaxing and enjoying the day 💰,Non-drug,"#relax, #life"
4549,"Stocked up on herb, get yours now! 💸",Drug-related,"#herb, #exclusive"
4550,"Best coffee in town, anyone else a fan? 🌿",Non-drug,"#relax, #life"
4551,"Limited dope available, get it before it's gone 💰",Drug-related,"#dope, #exclusive"
4552,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
4553,Looking for some stash? DM me for details 🌿,Drug-related,"#stash, #exclusive"
4554,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
4555,"🔥 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
4556,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
4557,"💸 Only the best weed here, DM for info!",Drug-related,"#weed, #exclusive"
4558,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
4559,"🍃 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
4560,Excited for the new restaurant opening! 💊,Non-drug,"#relax, #life"
4561,Looking for some 420? DM me for details 🍁,Drug-related,"#420, #exclusive"
4562,Who else loves morning hikes? 🔥,Non-drug,"#relax, #life"
4563,Looking for some ganja? DM me for details 🍁,Drug-related,"#ganja, #exclusive"
4564,Excited for the new restaurant opening! 💊,Non-drug,"#relax, #life"
4565,Anyone interested in some premium weed? 💸,Drug-related,"#weed, #exclusive"
4566,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
4567,Fresh goods in town! Hit me up 💸,Drug-related,"#goods, #exclusive"
4568,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
4569,Fresh stash in town! Hit me up 🔥,Drug-related,"#stash, #exclusive"
4570,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
4571,Looking for some coke? DM me for details 💊,Drug-related,"#coke, #exclusive"
4572,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
4573,"Limited stash available, get it before it's gone 🌿",Drug-related,"#stash, #exclusive"
4574,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
4575,"Stocked up on stash, get yours now! 💰",Drug-related,"#stash, #exclusive"
4576,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
4577,Ready to serve stash to my loyal clients 🍃,Drug-related,"#stash, #exclusive"
4578,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
4579,"Limited product available, get it before it's gone 🚬",Drug-related,"#product, #exclusive"
4580,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
4581,Looking for some stash? DM me for details 🍃,Drug-related,"#stash, #exclusive"
4582,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
4583,"Stocked up on weed, get yours now! 🌿",Drug-related,"#weed, #exclusive"
4584,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
4585,Ready to serve stash to my loyal clients 💰,Drug-related,"#stash, #exclusive"
4586,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
4587,Anyone interested in some premium product? 🍃,Drug-related,"#product, #exclusive"
4588,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
4589,"🚬 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
4590,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
4591,Looking for some exclusive? DM me for details 🚬,Drug-related,"#exclusive, #exclusive"
4592,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
4593,"Limited coke available, get it before it's gone 💸",Drug-related,"#coke, #exclusive"
4594,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
4595,"🔥 Only the best 420 here, DM for info!",Drug-related,"#420, #exclusive"
4596,Loving the weekend vibes! 🚬,Non-drug,"#relax, #life"
4597,"Stocked up on coke, get yours now! 🍁",Drug-related,"#coke, #exclusive"
4598,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
4599,"💊 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
4600,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
4601,"🚬 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
4602,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
4603,"💸 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
4604,"Best coffee in town, anyone else a fan? 💰",Non-drug,"#relax, #life"
4605,Ready to serve exclusive to my loyal clients 🍁,Drug-related,"#exclusive, #exclusive"
4606,Exploring nature and living life to the fullest 🍁,Non-drug,"#relax, #life"
4607,"Limited goods available, get it before it's gone 💊",Drug-related,"#goods, #exclusive"
4608,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
4609,"💰 Quality goods available, contact for more!",Drug-related,"#goods, #exclusive"
4610,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
4611,"🍁 Quality weed available, contact for more!",Drug-related,"#weed, #exclusive"
4612,Nothing better than a good book and coffee 🌿,Non-drug,"#relax, #life"
4613,Looking for some powder? DM me for details 🌿,Drug-related,"#powder, #exclusive"
4614,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
4615,"Limited powder available, get it before it's gone 🍁",Drug-related,"#powder, #exclusive"
4616,Loving the weekend vibes! 🚬,Non-drug,"#relax, #life"
4617,Fresh exclusive in town! Hit me up 🍃,Drug-related,"#exclusive, #exclusive"
4618,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
4619,Looking for some dope? DM me for details 💰,Drug-related,"#dope, #exclusive"
4620,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
4621,Looking for some 420? DM me for details 🚬,Drug-related,"#420, #exclusive"
4622,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
4623,"Limited goods available, get it before it's gone 💊",Drug-related,"#goods, #exclusive"
4624,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
4625,Looking for some herb? DM me for details 🍁,Drug-related,"#herb, #exclusive"
4626,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
4627,Looking for some ganja? DM me for details 🚬,Drug-related,"#ganja, #exclusive"
4628,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
4629,Looking for some dope? DM me for details 💊,Drug-related,"#dope, #exclusive"
4630,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
4631,Anyone interested in some premium powder? 🌿,Drug-related,"#powder, #exclusive"
4632,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
4633,"💸 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
4634,Just relaxing and enjoying the day 🚬,Non-drug,"#relax, #life"
4635,Looking for some green? DM me for details 🍁,Drug-related,"#green, #exclusive"
4636,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
4637,"Limited coke available, get it before it's gone 🌿",Drug-related,"#coke, #exclusive"
4638,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
4639,"Stocked up on herb, get yours now! 🌿",Drug-related,"#herb, #exclusive"
4640,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
4641,Looking for some ganja? DM me for details 🍃,Drug-related,"#ganja, #exclusive"
4642,Who else loves morning hikes? 🔥,Non-drug,"#relax, #life"
4643,Ready to serve weed to my loyal clients 🚬,Drug-related,"#weed, #exclusive"
4644,Who else loves morning hikes? 🍁,Non-drug,"#relax, #life"
4645,"🚬 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
4646,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
4647,Ready to serve goods to my loyal clients 🌿,Drug-related,"#goods, #exclusive"
4648,Nothing better than a good book and coffee 💊,Non-drug,"#relax, #life"
4649,"🍃 Only the best 420 here, DM for info!",Drug-related,"#420, #exclusive"
4650,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
4651,"💸 Quality powder available, contact for more!",Drug-related,"#powder, #exclusive"
4652,Loving the weekend vibes! 🌿,Non-drug,"#relax, #life"
4653,"Stocked up on product, get yours now! 💰",Drug-related,"#product, #exclusive"
4654,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
4655,"🌿 Quality stash available, contact for more!",Drug-related,"#stash, #exclusive"
4656,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
4657,Ready to serve herb to my loyal clients 🔥,Drug-related,"#herb, #exclusive"
4658,Just relaxing and enjoying the day 🚬,Non-drug,"#relax, #life"
4659,Fresh product in town! Hit me up 🍃,Drug-related,"#product, #exclusive"
4660,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
4661,Looking for some weed? DM me for details 🍃,Drug-related,"#weed, #exclusive"
4662,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
4663,"Limited exclusive available, get it before it's gone 💊",Drug-related,"#exclusive, #exclusive"
4664,Just relaxing and enjoying the day 🔥,Non-drug,"#relax, #life"
4665,Ready to serve goods to my loyal clients 🌿,Drug-related,"#goods, #exclusive"
4666,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
4667,Looking for some ganja? DM me for details 🌿,Drug-related,"#ganja, #exclusive"
4668,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
4669,"🍁 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
4670,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
4671,Looking for some stash? DM me for details 🔥,Drug-related,"#stash, #exclusive"
4672,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
4673,Looking for some goods? DM me for details 🔥,Drug-related,"#goods, #exclusive"
4674,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
4675,Ready to serve stash to my loyal clients 🚬,Drug-related,"#stash, #exclusive"
4676,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
4677,"Limited goods available, get it before it's gone 🔥",Drug-related,"#goods, #exclusive"
4678,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
4679,Anyone interested in some premium dope? 🍁,Drug-related,"#dope, #exclusive"
